p=1 p_inf=0.1 time series=0,1,9,17
Format is t, #suscepted, #infected, #recovered
3201 306 114 580
3202 391 138 471
3203 469 174 357
3204 481 215 304
3205 444 294 262
3206 354 404 242
3207 271 524 205
3208 187 622 191
3209 117 699 184
3210 79 745 176
3211 55 747 198
3212 42 730 228
3213 37 664 299
3214 38 559 403
3215 55 438 507
3216 71 323 606
3217 96 230 674
3218 124 159 717
3219 152 129 719
3220 216 118 666
3221 299 120 581
3222 383 142 475
3223 435 179 386
3224 446 242 312
3225 406 324 270
3226 325 435 240
3227 245 546 209
3228 173 637 190
3229 113 707 180
3230 84 745 171
3231 51 737 212
3232 47 707 246
3233 45 629 326
3234 43 520 437
3235 54 411 535
3236 69 309 622
3237 93 224 683
3238 129 162 709
3239 177 134 689
3240 245 116 639
3241 334 126 540
3242 412 146 442
3243 460 177 363
3244 454 231 315
3245 408 322 270
3246 317 430 253
3247 243 549 208
3248 170 641 189
3249 114 704 182
3250 88 740 172
3251 58 735 207
3252 47 711 242
3253 44 631 325
3254 47 526 427
3255 56 404 540
3256 68 303 629
3257 87 228 685
3258 122 173 705
3259 172 143 685
3260 239 117 644
3261 326 130 544
3262 407 148 445
3263 430 189 381
3264 415 267 318
3265 355 357 288
3266 277 472 251
3267 220 580 200
3268 169 663 168
3269 114 701 185
3270 84 738 178
3271 71 727 202
3272 56 662 282
3273 46 587 367
3274 48 482 470
3275 52 372 576
3276 73 285 642
3277 92 226 682
3278 130 170 700
3279 200 143 657
3280 267 138 595
3281 358 146 496
3282 415 160 425
3283 428 213 359
3284 411 287 302
3285 362 363 275
3286 290 468 242
3287 212 567 221
3288 150 650 200
3289 121 704 175
3290 91 719 190
3291 69 696 235
3292 58 644 298
3293 56 579 365
3294 49 476 475
3295 59 384 557
3296 80 291 629
3297 106 216 678
3298 155 175 670
3299 214 149 637
3300 270 142 588
3301 348 151 501
3302 393 176 431
3303 412 223 365
3304 389 297 314
3305 315 395 290
3306 239 510 251
3307 179 612 209
3308 124 679 197
3309 79 725 196
3310 62 745 193
3311 42 715 243
3312 47 661 292
3313 40 558 402
3314 42 450 508
3315 62 346 592
3316 86 259 655
3317 111 189 700
3318 154 144 702
3319 217 131 652
3320 306 122 572
3321 398 136 466
3322 459 152 389
3323 448 195 357
3324 429 293 278
3325 358 382 260
3326 279 498 223
3327 194 590 216
3328 131 684 185
3329 90 733 177
3330 60 758 182
3331 42 745 213
3332 38 665 297
3333 41 580 379
3334 56 461 483
3335 51 354 595
3336 59 265 676
3337 82 208 710
3338 127 160 713
3339 212 128 660
3340 277 123 600
3341 357 143 500
3342 412 182 406
3343 437 234 329
3344 416 298 286
3345 369 376 255
3346 301 471 228
3347 204 571 225
3348 124 673 203
3349 81 733 186
3350 63 737 200
3351 58 703 239
3352 55 644 301
3353 50 569 381
3354 50 479 471
3355 54 379 567
3356 77 273 650
3357 117 190 693
3358 159 146 695
3359 217 138 645
3360 276 139 585
3361 334 155 511
3362 396 187 417
3363 454 225 321
3364 457 273 270
3365 381 353 266
3366 272 473 255
3367 197 590 213
3368 130 664 206
3369 90 715 195
3370 65 723 212
3371 61 710 229
3372 51 666 283
3373 46 596 358
3374 52 481 467
3375 66 358 576
3376 86 270 644
3377 121 199 680
3378 153 156 691
3379 194 137 669
3380 259 140 601
3381 365 145 490
3382 437 154 409
3383 457 205 338
3384 438 273 289
3385 375 363 262
3386 277 469 254
3387 187 586 227
3388 130 673 197
3389 100 725 175
3390 67 746 187
3391 67 728 205
3392 55 660 285
3393 53 582 365
3394 50 478 472
3395 62 364 574
3396 71 265 664
3397 86 204 710
3398 139 168 693
3399 203 133 664
3400 282 137 581
3401 355 136 509
3402 435 167 398
3403 456 201 343
3404 427 279 294
3405 344 369 287
3406 264 488 248
3407 172 603 225
3408 128 691 181
3409 92 736 172
3410 80 741 179
3411 61 719 220
3412 58 660 282
3413 44 573 383
3414 44 468 488
3415 49 353 598
3416 64 260 676
3417 100 200 700
3418 139 159 702
3419 206 142 652
3420 285 134 581
3421 364 142 494
3422 424 168 408
3423 434 223 343
3424 380 306 314
3425 313 420 267
3426 232 528 240
3427 178 626 196
3428 122 688 190
3429 94 736 170
3430 63 738 199
3431 52 714 234
3432 45 642 313
3433 39 535 426
3434 45 433 522
3435 56 329 615
3436 73 256 671
3437 116 191 693
3438 164 146 690
3439 232 122 646
3440 326 126 548
3441 403 139 458
3442 463 164 373
3443 453 208 339
3444 432 291 277
3445 364 377 259
3446 285 490 225
3447 199 593 208
3448 139 675 186
3449 94 722 184
3450 72 742 186
3451 51 720 229
3452 42 658 300
3453 35 581 384
3454 44 475 481
3455 64 363 573
3456 74 261 665
3457 104 204 692
3458 141 154 705
3459 212 139 649
3460 273 130 597
3461 350 146 504
3462 413 175 412
3463 453 224 323
3464 411 286 303
3465 340 385 275
3466 255 506 239
3467 191 606 203
3468 129 679 192
3469 106 725 169
3470 78 719 203
3471 56 698 246
3472 57 658 285
3473 45 558 397
3474 47 449 504
3475 54 347 599
3476 76 267 657
3477 110 199 691
3478 155 171 674
3479 204 147 649
3480 298 138 564
3481 386 144 470
3482 441 165 394
3483 447 212 341
3484 426 286 288
3485 323 375 302
3486 238 506 256
3487 179 615 206
3488 122 683 195
3489 100 734 166
3490 70 735 195
3491 62 718 220
3492 52 652 296
3493 42 573 385
3494 42 452 506
3495 56 343 601
3496 69 261 670
3497 102 197 701
3498 153 163 684
3499 225 129 646
3500 297 123 580
3501 399 130 471
3502 471 149 380
3503 473 186 341
3504 448 266 286
3505 350 355 295
3506 285 487 228
3507 204 586 210
3508 145 673 182
3509 105 725 170
3510 70 746 184
3511 54 744 202
3512 45 680 275
3513 38 600 362
3514 39 475 486
3515 50 375 575
3516 70 277 653
3517 95 205 700
3518 128 159 713
3519 201 128 671
3520 270 119 611
3521 370 130 500
3522 409 155 436
3523 414 216 370
3524 383 309 308
3525 313 412 275
3526 242 528 230
3527 175 630 195
3528 127 706 167
3529 95 743 162
3530 60 750 190
3531 32 724 244
3532 32 659 309
3533 38 556 406
3534 45 434 521
3535 46 325 629
3536 68 248 684
3537 98 189 713
3538 152 152 696
3539 233 124 643
3540 322 108 570
3541 407 122 471
3542 464 159 377
3543 477 211 312
3544 429 275 296
3545 352 382 266
3546 274 496 230
3547 216 602 182
3548 140 676 184
3549 88 738 174
3550 59 753 188
3551 49 730 221
3552 41 676 283
3553 46 577 377
3554 52 458 490
3555 57 346 597
3556 69 267 664
3557 100 193 707
3558 152 147 701
3559 211 118 671
3560 288 113 599
3561 382 135 483
3562 448 160 392
3563 473 206 321
3564 459 260 281
3565 386 348 266
3566 295 467 238
3567 216 587 197
3568 148 671 181
3569 102 717 181
3570 69 738 193
3571 56 725 219
3572 49 684 267
3573 46 603 351
3574 42 487 471
3575 51 371 578
3576 80 278 642
3577 100 203 697
3578 141 162 697
3579 192 134 674
3580 269 124 607
3581 363 128 509
3582 439 150 411
3583 450 190 360
3584 433 272 295
3585 364 364 272
3586 284 474 242
3587 194 582 224
3588 138 682 180
3589 90 734 176
3590 59 760 181
3591 44 751 205
3592 40 684 276
3593 39 596 365
3594 43 487 470
3595 53 375 572
3596 66 265 669
3597 89 200 711
3598 130 151 719
3599 211 119 670
3600 292 105 603
3601 372 112 516
3602 442 141 417
3603 474 183 343
3604 452 261 287
3605 390 348 262
3606 313 459 228
3607 217 568 215
3608 156 678 166
3609 108 732 160
3610 82 751 167
3611 54 735 211
3612 53 685 262
3613 49 599 352
3614 45 492 463
3615 47 387 566
3616 64 275 661
3617 90 204 706
3618 131 159 710
3619 195 134 671
3620 259 120 621
3621 340 142 518
3622 394 168 438
3623 441 219 340
3624 401 284 315
3625 348 395 257
3626 280 493 227
3627 200 586 214
3628 131 680 189
3629 88 727 185
3630 71 744 185
3631 57 710 233
3632 44 659 297
3633 43 561 396
3634 46 464 490
3635 50 368 582
3636 70 270 660
3637 104 203 693
3638 157 152 691
3639 218 133 649
3640 308 123 569
3641 377 131 492
3642 410 159 431
3643 446 222 332
3644 420 284 296
3645 354 377 269
3646 242 494 264
3647 160 625 215
3648 115 717 168
3649 91 754 155
3650 62 750 188
3651 56 716 228
3652 54 660 286
3653 52 569 379
3654 53 454 493
3655 53 322 625
3656 76 230 694
3657 111 170 719
3658 167 139 694
3659 228 117 655
3660 317 112 571
3661 415 114 471
3662 511 131 358
3663 550 167 283
3664 509 220 271
3665 418 321 261
3666 336 443 221
3667 217 547 236
3668 143 671 186
3669 105 743 152
3670 79 764 157
3671 66 754 180
3672 43 714 243
3673 40 636 324
3674 44 517 439
3675 53 409 538
3676 65 276 659
3677 83 192 725
3678 125 153 722
3679 176 121 703
3680 262 110 628
3681 370 102 528
3682 454 113 433
3683 515 137 348
3684 506 209 285
3685 414 302 284
3686 312 433 255
3687 214 567 219
3688 148 676 176
3689 96 750 154
3690 66 791 143
3691 46 797 157
3692 26 745 229
3693 27 672 301
3694 29 540 431
3695 32 404 564
3696 45 292 663
3697 60 205 735
3698 87 149 764
3699 160 116 724
3700 243 95 662
3701 370 85 545
3702 480 90 430
3703 551 116 333
3704 570 157 273
3705 520 225 255
3706 433 331 236
3707 313 451 236
3708 232 592 176
3709 152 683 165
3710 96 758 146
3711 69 788 143
3712 48 774 178
3713 44 727 229
3714 45 625 330
3715 40 504 456
3716 46 368 586
3717 54 271 675
3718 85 188 727
3719 130 127 743
3720 191 96 713
3721 293 82 625
3722 406 82 512
3723 512 90 398
3724 568 120 312
3725 567 161 272
3726 519 245 236
3727 407 354 239
3728 276 497 227
3729 170 642 188
3730 105 748 147
3731 69 805 126
3732 50 811 139
3733 40 789 171
3734 23 715 262
3735 25 623 352
3736 34 478 488
3737 39 324 637
3738 51 213 736
3739 83 144 773
3740 121 106 773
3741 196 90 714
3742 290 89 621
3743 411 87 502
3744 504 111 385
3745 536 172 292
3746 497 251 252
3747 406 359 235
3748 303 488 209
3749 205 607 188
3750 132 706 162
3751 85 781 134
3752 53 804 143
3753 42 775 183
3754 27 707 266
3755 32 614 354
3756 36 480 484
3757 42 357 601
3758 52 252 696
3759 77 167 756
3760 131 119 750
3761 211 94 695
3762 308 82 610
3763 425 78 497
3764 512 95 393
3765 556 131 313
3766 537 192 271
3767 460 296 244
3768 353 421 226
3769 232 553 215
3770 164 686 150
3771 98 758 144
3772 60 807 133
3773 48 809 143
3774 29 760 211
3775 22 675 303
3776 29 557 414
3777 28 418 554
3778 34 286 680
3779 51 208 741
3780 89 142 769
3781 153 102 745
3782 253 87 660
3783 359 72 569
3784 470 84 446
3785 550 112 338
3786 546 164 290
3787 490 246 264
3788 398 368 234
3789 284 500 216
3790 199 629 172
3791 123 729 148
3792 79 793 128
3793 57 809 134
3794 43 779 178
3795 28 711 261
3796 20 604 376
3797 20 480 500
3798 23 351 626
3799 39 248 713
3800 65 168 767
3801 119 126 755
3802 197 102 701
3803 303 92 605
3804 415 93 492
3805 504 105 391
3806 542 145 313
3807 526 210 264
3808 424 306 270
3809 325 450 225
3810 226 573 201
3811 144 682 174
3812 92 763 145
3813 64 803 133
3814 42 791 167
3815 32 748 220
3816 26 662 312
3817 29 524 447
3818 39 398 563
3819 50 279 671
3820 67 187 746
3821 108 130 762
3822 174 101 725
3823 260 78 662
3824 386 78 536
3825 473 90 437
3826 515 129 356
3827 490 206 304
3828 416 323 261
3829 310 454 236
3830 221 589 190
3831 146 701 153
3832 79 776 145
3833 45 831 124
3834 29 826 145
3835 31 765 204
3836 30 646 324
3837 28 516 456
3838 27 383 590
3839 43 272 685
3840 59 181 760
3841 98 110 792
3842 171 76 753
3843 288 64 648
3844 408 66 526
3845 513 76 411
3846 575 104 321
3847 596 153 251
3848 564 223 213
3849 460 326 214
3850 329 464 207
3851 217 607 176
3852 129 717 154
3853 79 795 126
3854 51 817 132
3855 31 796 173
3856 27 746 227
3857 24 647 329
3858 28 512 460
3859 34 365 601
3860 52 249 699
3861 85 153 762
3862 136 98 766
3863 202 68 730
3864 302 52 646
3865 430 51 519
3866 559 58 383
3867 640 76 284
3868 677 111 212
3869 655 170 175
3870 525 247 228
3871 395 407 198
3872 255 553 192
3873 166 694 140
3874 93 776 131
3875 52 831 117
3876 27 837 136
3877 24 803 173
3878 23 729 248
3879 26 570 404
3880 34 421 545
3881 42 272 686
3882 61 182 757
3883 95 108 797
3884 150 68 782
3885 223 47 730
3886 377 48 575
3887 511 53 436
3888 631 68 301
3889 673 97 230
3890 664 145 191
3891 589 228 183
3892 460 343 197
3893 299 493 208
3894 186 653 161
3895 116 761 123
3896 72 816 112
3897 52 831 117
3898 35 803 162
3899 25 737 238
3900 25 632 343
3901 28 482 490
3902 36 319 645
3903 46 203 751
3904 75 138 787
3905 119 94 787
3906 195 78 727
3907 302 68 630
3908 439 66 495
3909 577 79 344
3910 637 104 259
3911 612 160 228
3912 539 250 211
3913 417 367 216
3914 271 505 224
3915 166 661 173
3916 97 768 135
3917 57 824 119
3918 36 839 125
3919 29 804 167
3920 17 721 262
3921 19 616 365
3922 24 476 500
3923 30 315 655
3924 41 202 757
3925 66 135 799
3926 120 95 785
3927 206 76 718
3928 310 73 617
3929 431 74 495
3930 567 93 340
3931 621 118 261
3932 580 177 243
3933 492 285 223
3934 363 413 224
3935 268 561 171
3936 167 659 174
3937 113 759 128
3938 63 794 143
3939 45 819 136
3940 33 778 189
3941 26 682 292
3942 23 561 416
3943 31 416 553
3944 38 310 652
3945 59 203 738
3946 85 147 768
3947 145 96 759
3948 249 77 674
3949 362 69 569
3950 490 77 433
3951 550 94 356
3952 582 140 278
3953 538 215 247
3954 471 315 214
3955 358 433 209
3956 253 565 182
3957 163 678 159
3958 98 760 142
3959 54 808 138
3960 45 806 149
3961 34 740 226
3962 28 651 321
3963 28 539 433
3964 35 407 558
3965 51 287 662
3966 67 189 744
3967 114 125 761
3968 191 80 729
3969 282 69 649
3970 379 67 554
3971 481 82 437
3972 547 112 341
3973 555 166 279
3974 505 256 239
3975 403 370 227
3976 262 517 221
3977 179 669 152
3978 108 754 138
3979 72 810 118
3980 50 816 134
3981 39 784 177
3982 32 705 263
3983 26 598 376
3984 31 457 512
3985 40 300 660
3986 55 206 739
3987 83 135 782
3988 133 101 766
3989 216 83 701
3990 313 79 608
3991 435 89 476
3992 551 108 341
3993 576 149 275
3994 544 218 238
3995 452 321 227
3996 350 447 203
3997 219 567 214
3998 152 702 146
3999 85 759 156
